code,year,happiness,food_insec,precipitation,indiv_free,gini,hdi,gdp_pc,family,corruption,air_deaths,life_expectancy,temperature,urbanization,covid,hri,suicides,taxes,schooling
HRV,2016,5.293,56.403,6.4110637,11.4808,49.0,81.769,78.2314,12.391708,0.595,0.914,0.30899724,36.921486,0.848,26056.1091015604,0.6,1113.0,0.903,10.669
HRV,2015,5.488,56.155,6.7485905,12.1535,51.0,81.769,77.5599,12.743782,0.595,0.93,0.31115314,36.55308,0.843,24984.7430385784,0.6,1113.0,0.927,10.669
HRV,2014,5.759,55.923,6.8707004,12.404,48.0,81.769,77.9533,13.028306,0.595,0.93,0.32107148,36.111958,0.841,24169.9891770895,1.1,1113.0,0.936,10.669
HRV,2011,5.622628,55.322,7.3244057,11.7574,49.0,81.769,77.2222,12.311527,0.595,0.939,0.32257435,34.811146,0.826,24707.7013009649,1.1,1113.0,0.946,10.669
CUB,2011,5.417868,76.689,6.130032,11.1317,,,77.7597,25.404768,,0.188,,37.860847,0.777,0.0,,1335.0,0.279,
CYP,2022,6.13,66.932,5.336,3.841,59.0,94.17119,81.055,19.876175,0.2485508674673077,0.923,0.328,,0.882,44996.00390625,,498.0,0.89,10.901
CYP,2021,6.2209,66.856,5.336,3.841,59.0,93.325,81.2033,20.467718,0.2841469850961538,0.915,0.328,,0.896,43416.96875,,498.0,0.886,10.901
CYP,2020,6.2235,66.821,5.336,3.841,59.0,93.325,81.3905,20.228842,0.08938675638679244,0.926,0.31727943,,0.894,39871.59765625,,498.0,0.887,10.91709
CYP,2019,6.159,66.805,5.0202208,3.18,59.0,93.325,81.397,20.344637,0.207,0.933,0.31224227,,0.897,41741.515625,,498.0,0.903,10.901
CYP,2018,6.0458,66.81,4.906637,3.64,59.0,93.325,81.382,21.032106,0.207,0.949,0.3273986,,0.892,39977.0390625,,498.0,0.91,10.91709
CYP,2017,5.7625,66.836,4.886983,3.28,57.0,93.325,81.328,20.105097,0.207,0.949,0.31416234,,0.887,38288.0078125,,498.0,0.912,10.87
CYP,2016,5.621,66.881,5.147235,4.15,55.0,93.325,81.0563,20.435875,0.207,0.949,0.32891795,,0.877,36509.10546875,,498.0,0.914,10.901
CYP,2015,5.546,66.946,5.5432954,4.17,61.0,93.325,80.9665,19.817575,0.207,0.949,0.33966377,,0.871,34453.15234375,,498.0,0.913,10.901
CYP,2014,5.689,67.031,5.710688,4.77,63.0,92.47786,80.7706,19.90789,0.207,0.949,0.35565653,,0.865,33136.515625,,498.0,0.911,10.901
CYP,2011,6.416459,67.406,6.1401825,3.7,59.0,93.325,79.9991,19.378727,0.207,0.926,0.32625523,,0.861,37481.84765625,,498.0,0.892,10.901
CZE,2022,6.8452,73.698,5.945,10.99,55.6,82.6226,78.629,9.545533,0.17526220270576923,0.98,0.256,33.97,0.89,41052.3325150389,0.986,677.0,0.952,11.367
CZE,2021,6.9198,74.214,5.945,10.99,55.6,82.623,77.7283,8.334178,0.69335739405,0.945,0.256,33.908947,0.889,40744.4425083195,2.3,677.0,0.916,11.367
CZE,2020,6.9647,74.061,5.945,10.99,55.6,82.623,78.5746,9.439006,0.44686526334716986,0.949,0.26245132,34.359745,0.892,38639.96708082,1.6,677.0,0.921,11.116524
CZE,2019,6.9109,73.921,5.6198144,9.48,55.6,82.623,79.2433,9.837799,0.438,0.961,0.25262198,34.815918,0.897,40989.7134269238,0.8,677.0,0.945,11.367
CZE,2018,6.8521,73.792,5.6283236,10.8278,59.0,82.623,79.0039,9.870078,0.438,0.96,0.24990341,35.010693,0.894,39941.272491387,0.5,677.0,0.943,11.33578
CZE,2017,6.7109,73.675,5.6059804,11.1969,57.0,82.623,78.9557,8.815231,0.438,0.956,0.2485221,34.470142,0.897,38824.875418124,0.5,677.0,0.939,11.65
CZE,2016,6.609,73.57,5.7466106,10.3358,55.0,82.623,78.9967,8.938988,0.438,0.958,0.25406334,34.0612,0.895,37014.9473772873,0.5,677.0,0.943,11.367
CZE,2015,6.596,73.477,5.981745,10.492,56.0,82.623,78.58,9.665856,0.438,0.969,0.25867432,33.164383,0.891,36168.4069116203,0.7,677.0,0.952,11.367
CZE,2014,6.505,73.384,6.1794887,11.6959,51.0,82.623,78.755,9.744016,0.438,0.97,0.25923222,32.876495,0.887,34386.6938442223,0.986,677.0,0.957,11.367
CZE,2011,6.35963,73.185,6.853774,12.8985,55.6,82.623,77.8191,8.7563095,0.438,0.97,0.26381344,33.058395,0.872,34002.1788288328,0.986,677.0,0.963,11.367
COD,2022,3.2072,43.165,15.485,12.441,21.2,,58.936,24.597357,0.34201951365384614,0.354,,11.992874,0.466,1132.65423032115,38.5,1543.0,0.524,4.601
COD,2019,4.311,45.046,15.473239,12.4111,21.2,,60.2757,24.710571,0.342,0.369,,6.7293997,0.482,1059.89211128909,38.5,1543.0,0.542,4.601
COD,2018,4.4181,44.46,15.582607,12.394,20.0,,59.9417,24.454153,0.342,0.284,,7.0440736,0.48,1048.24644679752,38.5,1543.0,0.417,4.5322757
COD,2017,4.2449,43.88,15.34547,12.0358,21.0,,59.4114,24.603264,0.342,0.244,,6.1708207,0.475,1023.53983314556,38.5,1543.0,0.39,4.67
COD,2016,4.28,43.307,15.429686,12.0872,21.0,,59.0664,24.885193,0.342,0.261,,7.7321424,0.472,1021.3271982971,38.5,1543.0,0.423,4.601
COD,2015,4.272,42.74,15.526597,12.2673,22.0,,58.49,24.533356,0.342,0.262,,8.730922,0.463,1032.57186484898,38.5,1543.0,0.44,4.601
COD,2014,4.517,42.18,15.560338,12.5667,22.0,,58.2963,24.410965,0.342,0.261,,8.401271,0.455,999.07213352076,38.5,1543.0,0.443,4.601
COD,2011,3.983849,40.544,15.4774275,13.3243,21.2,,57.0693,24.132849,0.342,0.256,,8.649499,0.438,870.073805545314,38.5,1543.0,0.444,4.601
DNK,2022,7.5864,87.724,2.9,8.451,89.8,87.56867,80.943,9.672759,0.19194873398076923,0.988,0.28,47.551,0.94,59935.1199155774,1.229,703.0,0.96,11.298
DNK,2021,7.6362,88.24,2.9,8.451,89.8,87.569,81.3753,8.935855,0.10481625733461539,0.977,0.28,47.97084,0.948,58802.9623332979,1.8,703.0,0.952,11.298
DNK,2020,7.6195,88.116,2.9,8.451,89.8,87.569,81.5449,10.0801325,0.004981304203773585,0.971,0.27504268,48.346725,0.947,55275.062250353,1.4,703.0,0.942,11.098828
DNK,2019,7.6456,87.994,2.5983975,7.63,89.8,87.569,81.4337,9.686952,0.101,0.987,0.27723646,48.1246,0.946,56813.9641554635,1.1,703.0,0.957,11.298
DNK,2018,7.6001,87.874,2.7315702,8.18,88.0,87.569,80.99,9.680981,0.101,0.99,0.28166336,45.407043,0.942,56178.7746299825,1.1,703.0,0.963,11.37422
DNK,2017,7.5553,87.757,2.7399101,8.28,88.0,87.569,81.1112,9.131982,0.101,0.991,0.28746662,46.709103,0.944,55356.680780178,1.1,703.0,0.968,11.42
DNK,2016,7.522,87.642,2.7536285,8.24,90.0,87.569,80.8803,9.2463875,0.101,0.991,0.28187442,46.83615,0.943,54185.0084787703,1.1,703.0,0.968,11.298
DNK,2015,7.526,87.526,2.782654,8.07,91.0,87.569,80.738,9.281568,0.101,0.991,0.28177446,47.932163,0.936,52892.6460290247,1.0,703.0,0.969,11.298
DNK,2014,7.527,87.41,2.93698,9.09,92.0,87.569,80.6302,10.140958,0.101,0.99,0.2835288,50.397488,0.932,52048.3354927846,1.229,703.0,0.965,11.298
DNK,2011,7.85574,86.957,3.7543721,9.67,89.8,87.569,79.7845,9.025926,0.101,0.992,0.27311745,46.234364,0.926,51293.2061782002,1.229,703.0,0.972,11.298
DJI,2014,4.369,77.314,9.677879,12.1898,34.0,,61.6411,28.048574,,0.496,,13.363991,0.488,3854.26995628598,,220.0,0.431,
DJI,2011,4.956731,77.064,9.447127,11.8374,34.0,,60.4329,28.002329,,0.496,,14.441683,0.47,0.0,,220.0,0.432,
DOM,2022,5.5689,79.937,6.96,6.046,31.0,,72.934,24.461126,-0.011361890596153846,0.82,0.432,14.049603,0.751,19338.0151125748,23.029,1410.0,0.895,6.523
DOM,2021,5.7372,83.213,6.96,6.046,31.0,,72.6146,24.475721,0.11276995658653846,0.82,0.38529852,14.408329,0.767,18626.078682929,22.0,1410.0,0.895,6.523
DOM,2020,5.5451,82.54,6.96,6.046,31.0,,72.8894,24.868607,0.03778321327169812,0.818,0.39631972,12.430842,0.764,16768.4261044255,22.2,1410.0,0.893,6.558533
DOM,2019,5.6892,81.828,6.796193,5.11,31.0,,73.5767,24.745333,0.046,0.749,0.41918564,13.326801,0.771,18171.0609627655,23.2,1410.0,0.847,6.523
DOM,2018,5.4253,81.074,6.844923,5.49,30.0,,73.2323,24.411734,0.046,0.752,0.4368666,13.055241,0.764,17484.1217559257,22.4,1410.0,0.859,6.6819587
DOM,2017,5.3018,80.277,6.9107695,6.02,29.0,,73.0629,24.498314,0.046,0.742,0.42195615,13.046789,0.757,16524.5338420587,23.4,1410.0,0.843,6.33
DOM,2016,5.23,79.436,7.081789,6.77,31.0,,72.9867,24.627993,0.046,0.751,0.45723918,12.91333,0.755,15967.2022809286,23.7,1410.0,0.847,6.523
DOM,2015,5.155,78.566,7.175091,6.84,33.0,,72.9531,24.80282,0.046,0.753,0.45181635,12.837603,0.736,15145.4694592907,24.3,1410.0,0.84,6.523
DOM,2014,4.885,77.67,7.1132607,6.59,32.0,,72.8665,24.50168,0.046,0.753,0.4428003,13.4382305,0.728,14334.733860885,23.029,1410.0,0.848,6.523
DOM,2011,5.036006,74.827,6.7975464,5.5,31.0,,72.2212,24.111624,0.046,0.764,0.47706905,12.357719,0.713,12905.288988573,23.029,1410.0,0.851,6.523
ECU,2022,5.5589,63.672,5.325,8.844,32.4,87.48958,75.9,20.84904,0.1719342555846154,0.878,0.45466313,14.14,0.754,10859.2178291137,9.829,2274.0,0.899,8.77
ECU,2021,5.5333,64.361,5.325,8.844,32.4,93.038,73.67,20.979362,0.4276591335192308,0.889,0.4580044,13.879761,0.74,10668.7582914222,13.0,2274.0,0.893,8.77
ECU,2020,5.764,64.166,5.325,8.844,32.4,93.038,72.1535,21.27785,0.6136146902830188,0.882,0.47311273,13.021571,0.731,10356.9742017158,12.8,2274.0,0.904,8.69649
ECU,2019,5.9252,63.986,5.2422624,7.68,32.4,93.038,77.2971,21.14963,0.404,0.876,0.45711532,14.035229,0.76,11390.2169659569,11.6,2274.0,0.896,8.77
ECU,2018,6.0276,63.821,5.166172,8.12,34.0,93.038,77.0938,20.924253,0.404,0.876,0.45440298,14.973984,0.762,11608.4190498367,9.9,2274.0,0.912,8.754255
ECU,2017,5.9732,63.67,5.1212854,9.26,32.0,93.038,76.9725,21.12912,0.404,0.868,0.4467303,14.15539,0.762,11679.4302342769,8.4,2274.0,0.858,8.86
ECU,2016,6.008,63.534,5.257003,9.06,31.0,93.038,76.7634,21.48715,0.404,0.845,0.45020068,14.615247,0.762,11587.8253010112,7.1,2274.0,0.811,8.77
ECU,2015,5.976,63.398,5.4540405,8.88,32.0,93.038,76.7893,21.470581,0.404,0.845,0.45954296,16.107111,0.765,11908.215784299,6.0,2274.0,0.809,8.77
ECU,2014,5.975,63.261,5.5143604,8.9,33.0,98.58569,76.6221,20.893852,0.404,0.843,0.4499505,14.169829,0.76,12073.8104194928,9.829,2274.0,0.805,8.77
ECU,2011,5.424841,62.851,5.5165434,10.0113,32.4,93.038,75.7425,20.782259,0.404,0.847,0.4587748,12.299311,0.743,10988.7221081401,9.829,2274.0,0.835,8.77
EGY,2022,4.1705,42.793,15.774,3.557,34.8,99.66666,70.762,22.95295,0.12013068836538461,0.256,0.318,,0.716,12780.7598676582,7.957,18.1,0.202,6.458
EGY,2021,4.2877,42.862,15.774,3.557,34.8,98.512,70.2207,23.623482,0.45598097961538464,0.258,0.318,,0.731,12180.4516452436,8.8,18.1,0.203,6.458
EGY,2020,4.2827,42.783,15.774,3.557,34.8,98.512,70.9905,23.15776,0.26102098196603774,0.267,0.318,,0.734,11989.5992514646,7.1,18.1,0.2,6.5293627
EGY,2019,4.1514,42.73,15.600813,3.41,34.8,98.512,71.3575,23.36551,0.279,0.235,0.31893557,,0.735,11780.9620965028,6.7,18.1,0.185,6.458
EGY,2018,4.1655,42.704,15.536187,3.37,35.0,98.512,71.3669,24.097076,0.279,0.229,0.318,,0.729,11363.3180205488,7.4,18.1,0.179,6.504568
EGY,2017,4.4192,42.705,15.519818,3.39,32.0,98.512,71.3019,23.009415,0.279,0.221,0.31533954,,0.721,10995.0056689479,8.6,18.1,0.179,6.34
EGY,2016,4.735,42.732,15.743518,3.63,34.0,98.512,70.8435,23.726912,0.279,0.228,0.318,,0.713,10765.8288009465,8.7,18.1,0.174,6.458
EGY,2015,4.362,42.785,15.952097,3.72,36.0,98.512,70.4831,23.349562,0.279,0.23,0.31823358,,0.706,10534.8822044455,8.4,18.1,0.169,6.458
EGY,2014,4.194,42.839,15.906228,3.69,37.0,97.35681,70.4151,23.616615,0.279,0.227,0.318,,0.699,10318.6509217013,7.957,18.1,0.174,6.458
EGY,2011,4.8534,43.0,16.159655,3.69,34.8,98.512,69.8805,22.647821,0.279,0.323,0.318,,0.679,10286.0101966952,7.957,18.1,0.397,6.458
SLV,2022,6.1216,71.001,7.003,6.41,36.4,,71.853,26.30039,0.1853264481423077,0.513,0.38757578,17.632,0.672,9396.01377999827,14.586,1784.0,0.618,7.274
SLV,2021,6.12,74.118,7.003,6.41,36.4,,70.7479,26.682343,0.5993179903846154,0.493,0.39012462,19.899433,0.675,9190.17379365471,16.2,1784.0,0.632,7.274
SLV,2020,6.0605,73.444,7.003,6.41,36.4,,71.0609,26.484457,0.3289754329056604,0.501,0.397,18.658958,0.672,8294.53733884395,14.7,1784.0,0.667,7.6372886
SLV,2019,6.3483,72.746,6.478802,6.11,36.4,,72.5586,26.874693,0.371,0.608,0.38778764,18.081545,0.683,9015.66403063947,15.1,1784.0,0.767,7.274
SLV,2018,6.2531,72.023,6.583255,6.07,35.0,,72.5546,26.5446,0.371,0.628,0.38610572,18.128819,0.68,8812.9247941056,14.6,1784.0,0.786,7.6339335
SLV,2017,6.1668,71.275,6.760568,6.16,33.0,,72.3108,26.388763,0.371,0.647,0.38007188,17.753885,0.674,8617.92170824529,14.0,1784.0,0.818,6.55
SLV,2016,6.003,70.501,7.111477,5.77,36.0,,72.0248,26.757294,0.371,0.66,0.3997858,17.355083,0.671,8447.10366608495,13.7,1784.0,0.833,7.274
SLV,2015,6.068,69.7,6.9351854,6.78,39.0,,71.8143,27.068466,0.371,0.66,0.40551943,16.752857,0.668,8263.64372524323,13.8,1784.0,0.832,7.274
SLV,2014,6.13,68.874,7.1956143,5.96,39.0,,71.7464,26.429596,0.371,0.661,0.41559842,16.709143,0.666,8097.9581764719,14.586,1784.0,0.832,7.274
SLV,2011,5.955841,66.325,7.9560614,8.02,36.4,,71.8589,25.79556,0.371,0.669,0.4231836,15.343867,0.661,7660.63499466519,14.586,1784.0,0.843,7.274
EST,2022,6.4552,68.723,1.521,13.635,70.6,84.81508,77.706,6.9465384,0.36924363778846153,0.975,0.316,33.163,0.886,37711.8188349466,0.843,626.0,0.959,11.591
EST,2021,6.3408,69.415,1.521,13.635,70.6,86.425,77.1436,6.479271,0.6232532079423077,0.973,0.316,33.82624,0.89,38717.6961505119,0.7,626.0,0.959,11.591
EST,2020,6.1888,69.229,1.521,13.635,70.6,86.425,78.3431,8.269728,0.09387882911132076,0.971,0.30737874,33.570633,0.892,35883.265325261,0.8,626.0,0.955,11.719313
EST,2019,6.0218,69.051,1.2464755,11.9633,70.6,86.425,78.6693,7.404297,0.362,0.967,0.30767542,33.74958,0.896,36153.4319482746,0.8,626.0,0.954,11.591
EST,2018,5.8935,68.88,1.2081594,11.5565,73.0,86.425,78.1395,7.0349727,0.362,0.974,0.30321452,33.15343,0.891,34979.8670494407,0.9,626.0,0.957,11.6930065
EST,2017,5.7392,68.717,1.1848679,15.1706,71.0,86.425,77.976,6.341226,0.362,0.974,0.30355027,32.806824,0.887,33821.93290847,1.0,626.0,0.957,11.36
EST,2016,5.611,68.563,1.2980722,12.4886,70.0,86.425,77.8201,6.483686,0.362,0.975,0.31196827,33.75776,0.885,32008.9343566614,0.8,626.0,0.958,11.591
EST,2015,5.517,68.416,1.5098568,13.3612,70.0,86.425,77.6563,7.4185963,0.362,0.975,0.3267033,33.558506,0.882,31038.8046287051,0.9,626.0,0.956,11.591
EST,2014,5.429,68.269,1.7285429,16.1584,69.0,88.03404,77.1406,6.8718944,0.362,0.975,0.34591556,32.354965,0.879,30494.0963031973,0.843,626.0,0.956,11.591
EST,2011,5.329978,67.965,2.4722683,14.7455,70.6,86.425,76.4681,6.887324,0.362,0.971,0.32491633,31.69227,0.871,27990.136407635,0.843,626.0,0.955,11.591
SWZ,2021,4.3961,24.369,8.695,45.071,40.5,,57.0657,19.530685,0.7600958129807692,0.286,,24.674776,0.597,9086.70134806066,18.3,788.0,0.217,4.525
SWZ,2020,4.3081,24.171,8.695,45.071,40.5,,59.6922,19.813807,0.053303417695660375,0.362,,28.12715,0.61,8290.40943633597,18.3,788.0,0.333,4.5254297
SWZ,2019,4.3081,23.981,8.797404,40.4572,40.5,,60.5492,20.35181,0.407,0.375,,25.19169,0.615,8501.26632860999,18.3,788.0,0.333,4.525
SWZ,2018,4.2116,23.799,8.818927,40.1303,38.0,,59.4114,19.801647,0.407,0.375,,24.217295,0.607,8343.92296083981,18.3,788.0,0.337,4.5254297
SWZ,2014,4.867,23.149,8.468487,54.6256,43.0,,53.0497,19.705553,0.407,0.31,,28.838114,0.559,7969.20770717136,18.3,788.0,0.329,4.525
ETH,2022,4.0906,20.244,15.04,10.111,33.8,94.87804,64.233,23.955847,0.4093715228846154,0.502,0.35,,0.474,2381.16578430493,16.5,848.0,0.472,4.449
ETH,2021,4.2415,22.174,15.04,10.111,33.8,94.878,64.9748,23.74365,0.5239522626923077,0.487,0.35,,0.498,2319.1610634343,21.1,848.0,0.459,4.449
ETH,2020,4.2747,21.695,15.04,10.111,33.8,94.878,65.3705,23.75899,0.14860590595471698,0.531,0.35,,0.498,2253.23578832192,19.6,848.0,0.528,4.3491125
ETH,2019,4.1862,21.225,15.057564,9.45,33.8,94.878,65.8377,23.837507,0.361,0.588,0.35,,0.498,2181.65887703263,16.4,848.0,0.559,4.449
ETH,2018,4.2858,20.763,15.067099,9.54,34.0,94.878,65.4117,23.413956,0.361,0.577,0.35,,0.489,2067.45649659251,14.1,848.0,0.489,4.4886994
ETH,2017,4.3502,20.31,15.036681,9.63,35.0,94.878,64.8383,23.881353,0.361,0.46,0.35,,0.48,1987.96875367138,14.8,848.0,0.325,4.51
ETH,2016,4.46,19.866,14.981733,9.78,34.0,94.878,64.3919,24.084824,0.361,0.443,0.35,,0.47,1864.48766816335,15.0,848.0,0.337,4.449
ETH,2015,4.508,19.428,15.039621,9.98,33.0,94.878,63.6492,23.958193,0.361,0.452,0.34993124,,0.46,1750.6727312872,14.5,848.0,0.346,4.449
ETH,2014,4.512,18.998,15.0696945,10.0169,33.0,94.878,62.9046,23.537209,0.361,0.464,0.35,,0.45,1629.18906979629,16.5,848.0,0.36,4.449
ETH,2011,4.064207,17.735,15.0270195,12.3783,33.8,94.878,60.7206,23.34437,0.361,0.487,0.35,,0.422,1336.06695076749,16.5,848.0,0.372,4.449
FIN,2022,7.8042,85.25,0.818,13.855,87.6,83.42238,81.446,3.6476097,0.4255060078846154,0.98,0.273,42.908,0.932,49275.1537762966,2.243,536.0,0.955,11.945
FIN,2021,7.821,85.596,0.818,13.855,87.6,83.422,82.0381,2.7399426,0.1646577163576923,0.983,0.273,43.229687,0.94,48614.8203098492,2.6,536.0,0.953,11.945
FIN,2020,7.8421,85.517,0.818,13.855,87.6,83.422,81.8657,4.7219,0.06882406729377358,0.984,0.2709117,41.944984,0.938,47371.2175698728,2.4,536.0,0.96,11.738752
FIN,2019,7.8087,85.446,0.73263884,13.4337,87.6,83.422,81.8706,3.1178398,0.22,0.986,0.27737328,42.393833,0.939,48583.4339897935,1.9,536.0,0.961,11.945
FIN,2018,7.7689,85.382,0.6559258,14.4052,85.0,83.422,81.6266,3.576641,0.22,0.988,0.27329773,42.50242,0.936,48048.5246160501,2.0,536.0,0.966,12.047586
FIN,2017,7.6321,85.325,0.6156836,14.3984,85.0,83.422,81.4976,2.8574555,0.22,0.987,0.27383086,42.989204,0.934,47570.133583848,2.1,536.0,0.963,12.05
FIN,2016,7.469,85.275,0.6725403,13.2613,89.0,83.422,81.2915,3.4305918,0.22,0.988,0.27078485,43.869015,0.931,46206.7878130494,2.3,536.0,0.959,11.945
FIN,2015,7.413,85.225,0.77407926,12.1491,90.0,83.422,81.4178,4.1531925,0.22,0.988,0.2710204,43.667244,0.93,45072.5902146238,2.4,536.0,0.959,11.945
FIN,2014,7.406,85.175,0.90574306,13.6546,89.0,83.422,81.0125,3.889982,0.22,0.988,0.26776975,43.64684,0.927,44976.7764487708,2.243,536.0,0.968,11.945
FIN,2011,7.579009,84.313,1.3696787,15.6825,87.6,83.422,80.3915,3.759362,0.22,0.989,0.2764282,41.925674,0.915,46825.8248388831,2.243,536.0,0.969,11.945
FRA,2022,6.6613,80.126,2.676,11.046,70.0,85.3784,82.38,14.760932,0.21089159605384616,0.938,0.32,47.39,0.896,45904.4112972518,1.1,867.0,0.921,11.247
FRA,2021,6.6867,81.242,2.676,11.046,70.0,85.378,82.4988,13.359394,0.1657148695153846,0.944,0.32,47.268734,0.903,44941.4369050246,1.6,867.0,0.92,11.247
FRA,2020,6.6899,80.975,2.676,11.046,70.0,85.378,82.2104,14.505016,0.22534692301226414,0.953,0.3066147,47.750187,0.898,42344.9458934579,1.0,867.0,0.918,11.2687235
FRA,2019,6.6638,80.709,2.411587,9.65,70.0,85.378,82.7315,14.081474,0.201,0.967,0.31199586,46.884254,0.905,45922.7947390313,0.7,867.0,0.944,11.247
FRA,2018,6.5921,80.444,2.4279065,10.0491,72.0,85.378,82.5909,14.222917,0.201,0.967,0.32380688,48.006268,0.901,45245.9608684875,0.7,867.0,0.949,11.17285
FRA,2017,6.4893,80.18,2.4254706,10.4047,70.0,85.378,82.4732,13.771827,0.201,0.974,0.31632066,48.236797,0.898,44577.0645745394,0.9,867.0,0.951,11.3
FRA,2016,6.442,79.917,2.5294688,10.6987,69.0,85.378,82.4372,13.606178,0.201,0.974,0.31923744,47.58615,0.895,43705.1475593257,1.2,867.0,0.951,11.247
FRA,2015,6.478,79.655,2.7123914,11.4792,70.0,85.378,82.1857,13.994941,0.201,0.974,0.32704335,47.524143,0.892,43345.7864281559,1.6,867.0,0.951,11.247
FRA,2014,6.575,79.394,2.8683486,11.4486,69.0,85.378,82.4761,14.14446,0.201,0.974,0.32262185,47.722843,0.892,43021.3946358903,1.1,867.0,0.951,11.247
FRA,2011,6.746459,78.622,3.3550642,13.5949,70.0,85.378,81.813,14.108517,0.201,0.976,0.3329475,45.534546,0.881,42862.415796739,1.1,867.0,0.954,11.247
GAB,2022,5.0347,89.116,8.391,14.272,33.8,,65.961,24.938417,0.19763082038461538,0.888,0.38,,0.704,13939.7868122861,,1831.0,0.816,6.027
GAB,2021,4.9583,90.423,8.391,14.272,33.8,,65.821,25.08934,0.3100964836538462,0.856,0.38,,0.706,13822.5091601456,,1831.0,0.805,6.027
GAB,2020,4.8518,90.092,8.391,14.272,33.8,,66.5305,25.273497,0.06124370611169811,0.856,0.38,,0.71,13903.2889546654,,1831.0,0.805,6.024927
GAB,2019,4.8293,89.741,8.373673,13.1117,33.8,,66.6028,25.200434,0.19,0.877,0.38,,0.709,14478.0017220931,,1831.0,0.844,6.027
GAB,2018,4.7992,89.37,8.24737,13.5608,31.0,,66.3064,25.033968,0.19,0.882,0.38,,0.706,14254.4616972272,,1831.0,0.85,6.024927
GAB,2017,4.7583,88.976,8.136076,13.8497,32.0,,66.1889,25.12014,0.19,0.889,0.38024372,,0.706,14478.1303050188,,1831.0,0.873,6.03
GAB,2016,4.465,88.559,8.369762,14.5503,35.0,,65.8025,25.323616,0.19,0.874,0.38,,0.702,14783.0781171838,,1831.0,0.859,6.027
GAB,2015,4.121,88.118,8.647433,15.1732,34.0,,65.4599,24.934435,0.19,0.874,0.38,,0.699,14892.0357902738,,1831.0,0.859,6.027
GAB,2014,3.896,87.651,8.571224,15.3877,37.0,,64.9743,24.817865,0.19,0.874,0.38,,0.694,14785.3986692256,,1831.0,0.859,6.027
GMB,2022,4.2794,62.251,16.461,9.63,37.0,,62.873,27.822496,0.1663122545,0.902,0.388,9.231329,0.5,2113.61484432613,26.1,836.0,0.88,5.189
GMB,2021,5.1636,63.222,16.461,9.63,37.0,,62.083,28.232056,0.23737949788461538,0.891,0.388,10.322353,0.5,2076.5664341973,27.0,836.0,0.862,5.189
GMB,2020,5.051,62.582,16.461,9.63,37.0,,62.6125,28.349976,0.04257182213962264,0.869,0.38757205,11.063967,0.501,2042.62028935163,27.1,836.0,0.843,5.3754196
GMB,2019,4.7506,61.931,16.4783,9.64,37.0,,63.7549,27.778671,0.149,0.862,0.388,10.989713,0.503,2083.3090583462,25.7,836.0,0.855,5.189
GMB,2018,4.5163,61.27,16.444458,9.62,37.0,,63.04,27.633589,0.149,0.857,0.388,10.117346,0.495,2012.59077029834,24.6,836.0,0.848,5.003186
GEO,2022,5.1091,58.166,10.024,8.167,55.0,90.64869,73.022,8.708562,0.38864129963461536,0.858,0.366,23.572,0.795,17078.3409616702,8.343,1026.0,0.883,8.769
GEO,2021,4.9732,59.872,10.024,8.167,55.0,94.534,71.694,9.04079,1.1275099,0.858,0.34178618,22.582039,0.802,15486.6589806215,9.7,1026.0,0.896,8.769
GEO,2020,4.8914,59.453,10.024,8.167,55.0,94.534,72.7653,9.047071,0.3473642873018868,0.875,0.34465188,22.285507,0.802,13966.3263350166,9.5,1026.0,0.907,8.273992
GEO,2019,4.6726,59.039,9.599961,7.65,55.0,94.534,73.4696,9.148981,0.621,0.875,0.35900766,24.080158,0.81,14989.2581602038,9.5,1026.0,0.902,8.769
GEO,2018,4.5191,58.632,9.660679,7.85,58.0,94.534,73.3414,9.816138,0.621,0.896,0.36411363,23.420256,0.804,14253.4089858441,7.3,1026.0,0.909,9.153195
GEO,2017,4.3405,58.231,9.732364,8.07,56.0,94.534,73.5701,8.56705,0.621,0.874,0.37939733,24.30818,0.8,13589.7073915159,7.5,1026.0,0.896,8.88
GEO,2016,4.286,57.837,9.857973,9.03,57.0,94.534,73.5692,8.404973,0.621,0.88,0.3663965,24.517523,0.794,12963.7439586374,7.9,1026.0,0.899,8.769
GEO,2015,4.252,57.448,9.8580475,8.79,52.0,94.534,73.2972,9.084525,0.621,0.851,0.36503676,23.606306,0.79,12605.1400698178,7.0,1026.0,0.889,8.769
GEO,2014,4.297,57.067,10.052989,8.58,52.0,98.4193,73.0993,9.088052,0.621,0.804,0.37554133,23.266933,0.784,12254.1259497562,8.343,1026.0,0.822,8.769
GEO,2011,3.892324,55.919,11.406917,7.2,55.0,94.534,72.3902,7.301811,0.621,0.763,0.39595714,24.077868,0.766,10535.907156318,8.343,1026.0,0.727,8.769
DEU,2022,6.8918,77.302,3.352,8.761,80.4,87.97746,80.905,10.615888,0.3698175788346154,0.989,0.314,39.168,0.941,53969.625548865,0.914,700.0,0.953,11.346
DEU,2021,7.0341,77.544,3.352,8.761,80.4,82.862,80.6301,9.241354,0.23678419168653847,0.989,0.314,40.899426,0.942,53395.6480227378,1.4,700.0,0.955,11.346
DEU,2020,7.1545,77.453,3.352,8.761,80.4,82.862,81.1472,10.5413475,0.13966620502943397,0.989,0.314,39.341347,0.944,51780.0267992323,1.1,700.0,0.955,11.03309
